"FIPS","Year","Age Range","Pop","MOE"
"0901369220",2010,"Total",11378,26
"0901372090",2010,"Total",12046,33
"0901376290",2010,"Total",14809,21
"0901377830",2010,"Total",865,138
"0901378250",2010,"Total",29205,23
"0901385950",2010,"Total",6068,21
"0901501430",2010,"Total",4320,25
"0901509190",2010,"Total",8093,33
"0901512130",2010,"Total",5091,19
"0901513810",2010,"Total",2362,155
"0901521860",2010,"Total",1626,107
"0901536000",2010,"Total",1864,118
"0901540500",2010,"Total",17347,30
"0901559980",2010,"Total",15384,20
"0901561030",2010,"Total",4197,20
"0901562710",2010,"Total",9564,39
"0901567400",2010,"Total",1771,133
"0901573420",2010,"Total",3727,16
"0901575870",2010,"Total",9434,22
"0901586790",2010,"Total",25036,54
"0901588190",2010,"Total",7892,17
"09",2011,"Total",3558172,0
"0900104720",2011,"Total",18493,38
"0900108070",2011,"Total",143412,62
"0900108980",2011,"Total",16339,27
"0900118500",2011,"Total",80101,43
"0900118850",2011,"Total",20580,51
"0900123890",2011,"Total",7452,20
"0900126620",2011,"Total",59078,30
"0900133620",2011,"Total",61023,32
"0900148620",2011,"Total",19398,47
"0900150580",2011,"Total",19642,46
"0900150860",2011,"Total",13847,34
"0900152980",2011,"Total",27235,25
"0900156060",2011,"Total",85145,60
"0900163480",2011,"Total",9058,49
"0900163970",2011,"Total",24469,35
"0900168170",2011,"Total",39310,37
"0900168310",2011,"Total",3598,16
"0900173070",2011,"Total",121784,41
"0900174190",2011,"Total",51116,37
"0900177200",2011,"Total",35752,31
"0900183430",2011,"Total",10142,22
"0900183500",2011,"Total",26249,42
"0900186370",2011,"Total",17973,24
"0900302060",2011,"Total",17859,25
"0900304300",2011,"Total",19694,34
"0900305910",2011,"Total",20406,28
"0900308490",2011,"Total",60473,36
"0900310100",2011,"Total",9191,19
"0900312270",2011,"Total",10139,26
"0900322070",2011,"Total",5055,156
"0900322630",2011,"Total",51091,48
"0900324800",2011,"Total",11024,21
"0900325990",2011,"Total",44747,34
"0900327600",2011,"Total",25186,25
"0900331240",2011,"Total",34171,29
"0900332640",2011,"Total",11192,26
"0900337070",2011,"Total",124817,105
"0900337140",2011,"Total",2158,157
"0900344700",2011,"Total",57897,45
"0900345820",2011,"Total",6335,19
"0900350440",2011,"Total",73055,52
"0900352140",2011,"Total",30441,29
"0900360120",2011,"Total",17670,22
"0900365370",2011,"Total",19533,33
"0900368940",2011,"Total",23498,31
"0900370550",2011,"Total",42731,30
"0900371390",2011,"Total",25577,33
"0900374540",2011,"Total",15513,28
"0900382590",2011,"Total",63066,34
"0900384900",2011,"Total",26641,34
"0900387000",2011,"Total",28962,57
"0900387070",2011,"Total",12466,41
"0900502760",2011,"Total",3783,26
"0900504930",2011,"Total",3596,16
"0900508210",2011,"Total",1790,101
"0900510940",2011,"Total",1183,122
"0900516050",2011,"Total",1395,97
"0900517240",2011,"Total",1469,207
"0900532290",2011,"Total",2957,18
"0900537280",2011,"Total",5618,28
"0900540290",2011,"Total",2982,29
"0900543370",2011,"Total",8484,23
"0900549460",2011,"Total",2411,228
"0900551350",2011,"Total",6901,21
"0900552630",2011,"Total",28122,28
"0900553470",2011,"Total",1574,168
"0900554030",2011,"Total",3329,14
"0900560750",2011,"Total",12218,21
"0900565930",2011,"Total",2315,178
"0900566420",2011,"Total",3783,24
"0900567960",2011,"Total",2804,26
"0900575730",2011,"Total",7862,31
"0900576570",2011,"Total",36380,32
"0900579510",2011,"Total",1531,139
"0900579720",2011,"Total",3586,39
"0900580490",2011,"Total",22502,26
"0900586440",2011,"Total",11216,20
"0900587910",2011,"Total",9928,26
"0900700000",2011,"Total",0,92
"0900714300",2011,"Total",3984,17
"0900715350",2011,"Total",13291,37
"0900718080",2011,"Total",13951,29
"0900719130",2011,"Total",4652,21
"0900720810",2011,"Total",7342,25
"0900722280",2011,"Total",9069,54
"0900722490",2011,"Total",12926,18
"0900726270",2011,"Total",6697,19
"0900735230",2011,"Total",8267,38
"0900740710",2011,"Total",6499,20
"0900747080",2011,"Total",4418,21
"0900747360",2011,"Total",47510,38
"0900757320",2011,"Total",10307,28
"0900761800",2011,"Total",9470,20
"0900781680",2011,"Total",6891,37
"0900900000",2011,"Total",0,92
"0900901220",2011,"Total",19193,36
"0900903250",2011,"Total",5969,22
"0900904580",2011,"Total",5513,21
"0900907310",2011,"Total",28099,52
"0900914160",2011,"Total",29200,31
"0900919550",2011,"Total",12845,30
"0900922910",2011,"Total",29151,53
"0900934950",2011,"Total",22272,41
"0900935650",2011,"Total",60547,36
"0900944560",2011,"Total",18243,34
"0900946520",2011,"Total",60608,37
"0900946940",2011,"Total",7459,18
"0900947535",2011,"Total",52732,31
"0900949950",2011,"Total",31778,26
"0900952070",2011,"Total",129213,51
"0900953890",2011,"Total",14356,20
"0900954870",2011,"Total",23981,38
"0900957600",2011,"Total",13884,26
"0900958300",2011,"Total",12384,25
"0900962290",2011,"Total",9335,20
"0900967610",2011,"Total",16442,36
"0900969640",2011,"Total",19778,36
"0900978740",2011,"Total",44929,39
"0900980070",2011,"Total",110075,39
"0900982870",2011,"Total",55249,43
"0900987560",2011,"Total",16532,38
"0900987700",2011,"Total",8992,20
"0901100000",2011,"Total",0,92
"0901106820",2011,"Total",2603,20
"0901115910",2011,"Total",15929,20
"0901123400",2011,"Total",19080,53
"0901129910",2011,"Total",1958,121
"0901133900",2011,"Total",11837,20
"0901134250",2011,"Total",40190,51
"0901142390",2011,"Total",7268,17
"0901142600",2011,"Total",15016,38
"0901143230",2011,"Total",4322,34
"0901144210",2011,"Total",2327,124
"0901148900",2011,"Total",19505,37
"0901152350",2011,"Total",27550,36
"0901155500",2011,"Total",5272,22
"0901156270",2011,"Total",40085,33
"0901157040",2011,"Total",7583,28
"0901162150",2011,"Total",4729,27
"0901166210",2011,"Total",4118,24
"0901171670",2011,"Total",2983,14
"0901173770",2011,"Total",18482,47
"0901178600",2011,"Total",2603,24
"0901180280",2011,"Total",19451,26
"0901301080",2011,"Total",3143,174
"0901306260",2011,"Total",5006,17
"0901316400",2011,"Total",5449,32
"0901317800",2011,"Total",12402,29
"0901325360",2011,"Total",15394,21
"0901337910",2011,"Total",9620,15
"0901344910",2011,"Total",26130,23
"0901369220",2011,"Total",11385,61
"0901372090",2011,"Total",12055,34
"0901376290",2011,"Total",14931,56
"0901377830",2011,"Total",990,171
"0901378250",2011,"Total",29199,34
"0901385950",2011,"Total",6070,40
"0901501430",2011,"Total",4309,26
"0901509190",2011,"Total",8132,21
"0901512130",2011,"Total",5109,16
"0901513810",2011,"Total",2481,121
"0901521860",2011,"Total",1602,116
"0901536000",2011,"Total",1847,101
"0901540500",2011,"Total",17358,24
"0901559980",2011,"Total",15383,26
"0901561030",2011,"Total",4229,38
"0901562710",2011,"Total",9561,20
"0901567400",2011,"Total",1694,122
"0901573420",2011,"Total",3769,17
"0901575870",2011,"Total",9446,28
"0901586790",2011,"Total",25129,25
"0901588190",2011,"Total",7922,15
"09",2012,"Total",3572213,0
"0900104720",2012,"Total",18704,32
"0900108070",2012,"Total",144446,48
"0900108980",2012,"Total",16487,29
"0900118500",2012,"Total",81057,95
"0900118850",2012,"Total",20758,29
"0900123890",2012,"Total",7501,19
"0900126620",2012,"Total",59562,45
"0900133620",2012,"Total",61428,94
"0900148620",2012,"Total",19529,26
"0900150580",2012,"Total",19794,23
"0900150860",2012,"Total",13932,23
"0900152980",2012,"Total",27543,30
"0900156060",2012,"Total",85853,64
"0900163480",2012,"Total",9148,29
"0900163970",2012,"Total",24648,76
"0900168170",2012,"Total",39641,45
"0900168310",2012,"Total",3615,33
"0900173070",2012,"Total",122878,44
"0900174190",2012,"Total",51440,37
"0900177200",2012,"Total",36008,29
"0900183430",2012,"Total",10203,25
"0900183500",2012,"Total",26516,25
"0900186370",2012,"Total",18201,25
"0900302060",2012,"Total",18049,26
"0900304300",2012,"Total",19974,23
"0900305910",2012,"Total",20470,51
"0900308490",2012,"Total",60502,56
"0900310100",2012,"Total",9293,19
"0900312270",2012,"Total",10243,19
"0900322070",2012,"Total",5055,135
"0900322630",2012,"Total",51171,77
"0900324800",2012,"Total",11196,49
"0900325990",2012,"Total",44699,46
"0900327600",2012,"Total",25329,31
"0900331240",2012,"Total",34401,38
"0900332640",2012,"Total",11243,26
"0900337070",2012,"Total",124879,104
"0900337140",2012,"Total",2198,132
"0900344700",2012,"Total",58078,44
"0900345820",2012,"Total",6382,18
"0900350440",2012,"Total",73122,37
"0900352140",2012,"Total",30520,38
"0900360120",2012,"Total",17726,21
"0900365370",2012,"Total",19631,33
"0900368940",2012,"Total",23535,22
"0900370550",2012,"Total",43038,42
"0900371390",2012,"Total",25684,38
"0900374540",2012,"Total",15692,23
"0900382590",2012,"Total",63157,37
"0900384900",2012,"Total",26670,33
"0900387000",2012,"Total",29067,45
"0900387070",2012,"Total",12500,24
"0900502760",2012,"Total",3791,41
"0900504930",2012,"Total",3594,16
"0900508210",2012,"Total",1704,112
"0900510940",2012,"Total",1195,95
"0900516050",2012,"Total",1493,100
"0900517240",2012,"Total",1393,200
"0900532290",2012,"Total",2957,23
"0900537280",2012,"Total",5620,29
"0900540290",2012,"Total",2971,14
"0900543370",2012,"Total",8454,29
"0900549460",2012,"Total",2469,195
"0900551350",2012,"Total",6924,18
"0900552630",2012,"Total",28067,31
"0900553470",2012,"Total",1492,149
"0900554030",2012,"Total",3301,21
"0900560750",2012,"Total",12193,18
"0900565930",2012,"Total",2322,175
"0900566420",2012,"Total",3747,17
"0900567960",2012,"Total",2789,15
"0900575730",2012,"Total",7865,32
"0900576570",2012,"Total",36239,37
"0900579510",2012,"Total",1560,141
"0900579720",2012,"Total",3574,21
"0900580490",2012,"Total",22449,22
"0900586440",2012,"Total",11189,21
"0900587910",2012,"Total",9925,22
"0900700000",2012,"Total",0,12
"0900714300",2012,"Total",4090,31
"0900715350",2012,"Total",13259,33
"0900718080",2012,"Total",14059,40
"0900719130",2012,"Total",4636,20
"0900720810",2012,"Total",7368,22
"0900722280",2012,"Total",9120,21
"0900722490",2012,"Total",12953,20
"0900726270",2012,"Total",6682,17
"0900735230",2012,"Total",8308,35
"0900740710",2012,"Total",6512,18
"0900747080",2012,"Total",4426,19
"0900747360",2012,"Total",47530,62
"0900757320",2012,"Total",10268,21
"0900761800",2012,"Total",9500,65
"0900781680",2012,"Total",6928,39
"0900900000",2012,"Total",0,12
"0900901220",2012,"Total",19188,34
"0900903250",2012,"Total",6015,22
"0900904580",2012,"Total",5524,42
"0900907310",2012,"Total",28062,34
"0900914160",2012,"Total",29253,26
"0900919550",2012,"Total",12858,23
"0900922910",2012,"Total",29188,39
"0900934950",2012,"Total",22353,39
"0900935650",2012,"Total",60735,60
"0900944560",2012,"Total",18264,22
"0900946520",2012,"Total",60674,38
"0900946940",2012,"Total",7522,20
"0900947535",2012,"Total",52826,30
"0900949950",2012,"Total",31795,28
"0900952070",2012,"Total",129898,57
"0900953890",2012,"Total",14369,27
"0900954870",2012,"Total",24037,42
"0900957600",2012,"Total",13919,27
"0900958300",2012,"Total",12602,21
"0900962290",2012,"Total",9450,22
"0900967610",2012,"Total",16487,38
"0900969640",2012,"Total",19841,34
"0900978740",2012,"Total",45047,37
"0900980070",2012,"Total",110074,59
"0900982870",2012,"Total",55386,54
"0900987560",2012,"Total",16638,26
"0900987700",2012,"Total",8990,25
"0901100000",2012,"Total",0,12
"0901106820",2012,"Total",2605,45
"0901115910",2012,"Total",16044,20
"0901123400",2012,"Total",19168,71
"0901129910",2012,"Total",1984,122
"0901133900",2012,"Total",11907,33
"0901134250",2012,"Total",40079,47
"0901142390",2012,"Total",7289,32
"0901142600",2012,"Total",15046,26
"0901143230",2012,"Total",4333,19
"0901144210",2012,"Total",2359,114
"0901148900",2012,"Total",19587,34
"0901152350",2012,"Total",27613,54
"0901155500",2012,"Total",5292,24
"0901156270",2012,"Total",40322,44
"0901157040",2012,"Total",7600,27
"0901162150",2012,"Total",4736,19
"0901166210",2012,"Total",4151,19
"0901171670",2012,"Total",2982,23
"0901173770",2012,"Total",18528,23
"0901178600",2012,"Total",2599,22
"0901180280",2012,"Total",19499,32
"0901301080",2012,"Total",3185,144
"0901306260",2012,"Total",4990,21
"0901316400",2012,"Total",5464,25
"0901317800",2012,"Total",12445,52
"0901325360",2012,"Total",15549,39
"0901337910",2012,"Total",9649,22
"0901344910",2012,"Total",26182,23
"0901369220",2012,"Total",11451,19
"0901372090",2012,"Total",12058,23
"0901376290",2012,"Total",14980,22
"0901377830",2012,"Total",954,146
"0901378250",2012,"Total",29188,27
"0901385950",2012,"Total",6042,19
"0901501430",2012,"Total",4306,19
"0901509190",2012,"Total",8180,17
"0901512130",2012,"Total",5111,25
"0901513810",2012,"Total",2412,174
"0901521860",2012,"Total",1690,132
"0901536000",2012,"Total",1799,143
"0901540500",2012,"Total",17345,25
"0901559980",2012,"Total",15358,22
"0901561030",2012,"Total",4231,22
"0901562710",2012,"Total",9562,39
"0901567400",2012,"Total",1725,126
"0901573420",2012,"Total",3786,24
"0901575870",2012,"Total",9429,22
"0901586790",2012,"Total",25178,28
"0901588190",2012,"Total",7934,22
"09",2013,"Total",3583561,0
"0900104720",2013,"Total",18887,29
"0900108070",2013,"Total",145587,59
"0900108980",2013,"Total",16614,28
"0900118500",2013,"Total",81967,54
"0900118850",2013,"Total",20925,60
"0900123890",2013,"Total",7550,31
"0900126620",2013,"Total",60126,43
"0900133620",2013,"Total",61733,39
"0900148620",2013,"Total",19631,32
"0900150580",2013,"Total",19938,41
"0900150860",2013,"Total",14010,37
"0900152980",2013,"Total",27772,33
"0900156060",2013,"Total",86499,49
"0900163480",2013,"Total",9207,34
"0900163970",2013,"Total",24831,48
"0900168170",2013,"Total",40006,41
"0900168310",2013,"Total",3627,23
"0900173070",2013,"Total",123995,56
"0900174190",2013,"Total",51694,39
"0900177200",2013,"Total",36251,60
"0900183430",2013,"Total",10261,24
"0900183500",2013,"Total",26769,41
"0900186370",2013,"Total",18353,30
"0900302060",2013,"Total",18205,27
"0900304300",2013,"Total",20179,28
"0900305910",2013,"Total",20562,37
"0900308490",2013,"Total",60536,32
"0900310100",2013,"Total",9384,45
"0900312270",2013,"Total",10304,19
"0900322070",2013,"Total",5036,119
"0900322630",2013,"Total",51241,56
"0900324800",2013,"Total",11281,29
"0900325990",2013,"Total",44699,54
"0900327600",2013,"Total",25429,28
"0900331240",2013,"Total",34551,28
"0900332640",2013,"Total",11284,28
"0900337070",2013,"Total",125130,80
"0900337140",2013,"Total",2257,120
"0900344700",2013,"Total",58196,34
"0900345820",2013,"Total",6398,30
"0900350440",2013,"Total",73112,35
"0900352140",2013,"Total",30606,34
"0900360120",2013,"Total",17767,24
"0900365370",2013,"Total",19743,47
"0900368940",2013,"Total",23591,31
"0900370550",2013,"Total",43288,25
"0900371390",2013,"Total",25756,29
"0900374540",2013,"Total",15731,24
"0900382590",2013,"Total",63340,41
"0900384900",2013,"Total",26590,86
"0900387000",2013,"Total",29100,34
"0900387070",2013,"Total",12531,24
"0900502760",2013,"Total",3772,18
"0900504930",2013,"Total",3585,18
"0900508210",2013,"Total",1729,110
"0900510940",2013,"Total",1148,108
"0900516050",2013,"Total",1523,119
"0900517240",2013,"Total",1519,188
"0900532290",2013,"Total",2953,29
"0900537280",2013,"Total",5636,54
"0900540290",2013,"Total",2964,16
"0900543370",2013,"Total",8406,22
"0900549460",2013,"Total",2380,127
"0900551350",2013,"Total",6932,23
"0900552630",2013,"Total",27983,27
"0900553470",2013,"Total",1497,154
"0900554030",2013,"Total",3286,17
"0900560750",2013,"Total",12148,38
"0900565930",2013,"Total",2301,204
"0900566420",2013,"Total",3722,19
"0900567960",2013,"Total",2769,18
"0900575730",2013,"Total",7831,18
"0900576570",2013,"Total",36061,38
"0900579510",2013,"Total",1475,124
"0900579720",2013,"Total",3562,22
"0900580490",2013,"Total",22387,25
"0900586440",2013,"Total",11150,32
"0900587910",2013,"Total",9910,32
"0900700000",2013,"Total",0,12
"0900714300",2013,"Total",4154,16
"0900715350",2013,"Total",13239,31
"0900718080",2013,"Total",14076,21
"0900719130",2013,"Total",4615,19
"0900720810",2013,"Total",7380,26
"0900722280",2013,"Total",9138,19
"0900722490",2013,"Total",12949,22
"0900726270",2013,"Total",6668,20
"0900735230",2013,"Total",8343,26
"0900740710",2013,"Total",6501,25
"0900747080",2013,"Total",4421,21
"0900747360",2013,"Total",47539,41
"0900757320",2013,"Total",10258,26
"0900761800",2013,"Total",9487,25
"0900781680",2013,"Total",6922,22
"0900900000",2013,"Total",0,12
"0900901220",2013,"Total",19163,27
"0900903250",2013,"Total",6038,33
"0900904580",2013,"Total",5555,31
"0900907310",2013,"Total",28025,26
"0900914160",2013,"Total",29264,44
"0900919550",2013,"Total",12841,41
"0900922910",2013,"Total",29167,42
"0900934950",2013,"Total",22377,27
"0900935650",2013,"Total",61468,38
"0900944560",2013,"Total",18289,38
"0900946520",2013,"Total",60691,71
"0900946940",2013,"Total",7550,38
"0900947535",2013,"Total",52894,44
"0900949950",2013,"Total",31786,23
"0900952070",2013,"Total",130338,89
"0900953890",2013,"Total",14383,21
"0900954870",2013,"Total",24011,27
"0900957600",2013,"Total",13934,37
"0900958300",2013,"Total",12736,19
"0900962290",2013,"Total",9520,23
"0900967610",2013,"Total",16535,24
"0900969640",2013,"Total",19864,26
"0900978740",2013,"Total",45112,43
"0900980070",2013,"Total",110052,40
"0900982870",2013,"Total",55349,67
"0900987560",2013,"Total",16688,24
"0900987700",2013,"Total",8981,24
"0901100000",2013,"Total",0,12
"0901106820",2013,"Total",2618,42
"0901115910",2013,"Total",16119,21
"0901123400",2013,"Total",19119,33
"0901129910",2013,"Total",1950,107
"0901133900",2013,"Total",11959,38
"0901134250",2013,"Total",40126,42
"0901142390",2013,"Total",7322,36
"0901142600",2013,"Total",15051,47
"0901143230",2013,"Total",4334,20
"0901144210",2013,"Total",2417,106
"0901148900",2013,"Total",19621,32
"0901152350",2013,"Total",27588,41
"0901155500",2013,"Total",5291,18
"0901156270",2013,"Total",40424,50
"0901157040",2013,"Total",7598,21
"0901162150",2013,"Total",4751,41
"0901166210",2013,"Total",4173,20
"0901171670",2013,"Total",2986,20
"0901173770",2013,"Total",18527,39
"0901178600",2013,"Total",2608,19
"0901180280",2013,"Total",19508,28
"0901301080",2013,"Total",3095,145
"0901306260",2013,"Total",4971,22
"0901316400",2013,"Total",5476,22
"0901317800",2013,"Total",12435,20
"0901325360",2013,"Total",15675,35
"0901337910",2013,"Total",9638,30
"0901344910",2013,"Total",26379,37
"0901369220",2013,"Total",11447,20
"0901372090",2013,"Total",12035,28
"0901376290",2013,"Total",14977,51
"0901377830",2013,"Total",1041,144
"0901378250",2013,"Total",29179,33
"0901385950",2013,"Total",6018,16
"0901501430",2013,"Total",4301,16
"0901509190",2013,"Total",8220,19
"0901512130",2013,"Total",5119,21
"0901513810",2013,"Total",2408,145
"0901521860",2013,"Total",1650,133
"0901536000",2013,"Total",1815,119
"0901540500",2013,"Total",17317,22
"0901559980",2013,"Total",15320,30
"0901561030",2013,"Total",4219,21
"0901562710",2013,"Total",9548,42
"0901567400",2013,"Total",1739,110
"0901573420",2013,"Total",3801,14
"0901575870",2013,"Total",9411,16
"0901586790",2013,"Total",25315,26
"0901588190",2013,"Total",7932,20
"09",2014,"Total",3592053,0
"0900104720",2014,"Total",19078,22
"0900108070",2014,"Total",146680,56
"0900108980",2014,"Total",16774,26
"0900118500",2014,"Total",82781,52
"0900118850",2014,"Total",21190,26
"0900123890",2014,"Total",7593,26
"0900126620",2014,"Total",60678,41
"0900133620",2014,"Total",62141,38
"0900148620",2014,"Total",19744,24
"0900150580",2014,"Total",20073,64
"0900150860",2014,"Total",14079,24
"0900152980",2014,"Total",27960,34
"0900156060",2014,"Total",87214,42
"0900163480",2014,"Total",9267,30
"0900163970",2014,"Total",25025,42
"0900168170",2014,"Total",40472,51
"0900168310",2014,"Total",3636,25
"0900173070",2014,"Total",125401,51
"0900174190",2014,"Total",52092,30
"0900177200",2014,"Total",36444,37
"0900183430",2014,"Total",10319,33
"0900183500",2014,"Total",27055,25
"0900186370",2014,"Total",18519,26
"0900302060",2014,"Total",18298,28
"0900304300",2014,"Total",20352,25
"0900305910",2014,"Total",20626,39
"0900308490",2014,"Total",60556,56
"0900310100",2014,"Total",9443,19
"0900312270",2014,"Total",10334,22
"0900322070",2014,"Total",5098,134
"0900322630",2014,"Total",51211,61
"0900324800",2014,"Total",11353,21
"0900325990",2014,"Total",44713,58
"0900327600",2014,"Total",25515,30
"0900331240",2014,"Total",34661,30
"0900332640",2014,"Total",11310,21
"0900337070",2014,"Total",125211,88
"0900337140",2014,"Total",2211,137
"0900344700",2014,"Total",58270,78
"0900345820",2014,"Total",6428,20
"0900350440",2014,"Total",73095,39
"0900352140",2014,"Total",30652,30
"0900360120",2014,"Total",17791,26
"0900365370",2014,"Total",19838,27
"0900368940",2014,"Total",23681,36
"0900370550",2014,"Total",43509,31
"0900371390",2014,"Total",25795,33
"0900374540",2014,"Total",15764,41
"0900382590",2014,"Total",63396,41
"0900384900",2014,"Total",26579,26
"0900387000",2014,"Total",29130,44
"0900387070",2014,"Total",12554,23
"0900502760",2014,"Total",3749,22
"0900504930",2014,"Total",3551,18
"0900508210",2014,"Total",1747,116
"0900510940",2014,"Total",1240,144
"0900516050",2014,"Total",1594,131
"0900517240",2014,"Total",1505,203
"0900532290",2014,"Total",2956,29
"0900537280",2014,"Total",5592,27
"0900540290",2014,"Total",2951,19
"0900543370",2014,"Total",8365,19
"0900549460",2014,"Total",2289,148
"0900551350",2014,"Total",6910,34
"0900552630",2014,"Total",27821,42
"0900553470",2014,"Total",1486,198
"0900554030",2014,"Total",3262,16
"0900560750",2014,"Total",12085,20
"0900565930",2014,"Total",2273,166
"0900566420",2014,"Total",3708,28
"0900567960",2014,"Total",2746,29
"0900575730",2014,"Total",7793,22
"0900576570",2014,"Total",35774,56
"0900579510",2014,"Total",1390,92
"0900579720",2014,"Total",3529,23
"0900580490",2014,"Total",22286,33
"0900586440",2014,"Total",11089,45
"0900587910",2014,"Total",9851,18
"0900700000",2014,"Total",0,12
"0900714300",2014,"Total",4223,23
"0900715350",2014,"Total",13188,44
"0900718080",2014,"Total",14077,54
"0900719130",2014,"Total",4611,38
